"count"	"date Y-m-d m:s"	"gas adc"	"LPG PPM"	"temp"	"pressure"	"humidity"	"wind"	"WindTemp" 
771	"2022-03-12 04:21:17"	303	8.1	20.51	1004	88.40	0.14439	8
772	"2022-03-12 04:21:27"	303	8.1	20.51	1004	88.41	0.14439	8
773	"2022-03-12 04:21:37"	303	8.1	20.51	1004	88.44	0.14907	8
774	"2022-03-12 04:21:47"	303	8.1	20.51	1004	88.41	0.20078	8
775	"2022-03-12 04:21:57"	303	8.1	20.51	1004	88.45	0.13782	9
776	"2022-03-12 04:22:07"	303	8.1	20.51	1004	88.45	0.08579	9
777	"2022-03-12 04:22:17"	303	8.1	20.51	1004	88.41	0.09406	9
778	"2022-03-12 04:22:27"	303	8.1	20.51	1004	88.41	0.21675	8
779	"2022-03-12 04:22:37"	303	8.1	20.51	1004	88.40	0.11062	9
780	"2022-03-12 04:22:47"	303	8.1	20.51	1004	88.37	0.19934	8
781	"2022-03-12 04:22:57"	303	8.1	20.51	1004	88.35	0.14105	9
782	"2022-03-12 04:23:07"	303	8.1	20.51	1004	88.38	0.08291	8
783	"2022-03-12 04:23:17"	303	8.1	20.51	1004	88.36	0.18328	9
784	"2022-03-12 04:23:27"	303	8.1	20.51	1004	88.33	0.10293	8
785	"2022-03-12 04:23:37"	303	8.1	20.51	1004	88.27	0.10523	9
786	"2022-03-12 04:23:47"	303	8.1	20.51	1004	88.23	0.16602	8
787	"2022-03-12 04:23:57"	303	8.1	20.51	1004	88.22	0.10672	9
788	"2022-03-12 04:24:07"	303	8.1	20.51	1004	88.22	0.14439	8
789	"2022-03-12 04:24:17"	302	8	20.51	1004	88.25	0.18881	9
790	"2022-03-12 04:24:27"	302	8	20.51	1004	88.32	0.17063	9
791	"2022-03-12 04:24:37"	302	8	20.51	1004	88.30	0.10293	8
792	"2022-03-12 04:24:47"	303	8.1	20.51	1004	88.29	0.04684	9
793	"2022-03-12 04:24:57"	302	8	20.51	1004	88.29	0.17496	8
794	"2022-03-12 04:25:07"	303	8.1	20.51	1004	88.26	0.12893	9
795	"2022-03-12 04:25:17"	302	8	20.51	1004	88.23	0.18711	9
796	"2022-03-12 04:25:27"	302	8	20.51	1004	88.21	0.14105	9
797	"2022-03-12 04:25:37"	302	8	20.51	1004	88.22	0.09053	9
798	"2022-03-12 04:25:47"	302	8	20.51	1004	88.21	0.15878	9
799	"2022-03-12 04:25:57"	302	8	20.51	1004	88.22	0.26446	9
800	"2022-03-12 04:26:07"	302	8	20.51	1004	88.22	0.06914	8
801	"2022-03-12 04:26:17"	302	8	20.51	1004	88.17	0.07511	8
802	"2022-03-12 04:26:27"	302	8	20.51	1004	88.16	0.10293	8
803	"2022-03-12 04:26:37"	302	8	20.51	1004	88.17	0.11750	9
804	"2022-03-12 04:26:47"	302	8	20.51	1004	88.16	0.15256	8
805	"2022-03-12 04:26:57"	302	8	20.51	1004	88.15	0.16380	9
806	"2022-03-12 04:27:07"	302	8	20.51	1004	88.18	0.11462	9
807	"2022-03-12 04:27:17"	302	8	20.51	1004	88.18	0.18421	8
808	"2022-03-12 04:27:27"	302	8	20.51	1004	88.23	0.08377	8
809	"2022-03-12 04:27:37"	302	8	20.51	1004	88.22	0.15387	9
810	"2022-03-12 04:27:47"	302	8	20.51	1004	88.23	0.19106	8
811	"2022-03-12 04:27:57"	302	8	20.51	1004	88.18	0.17063	9
812	"2022-03-12 04:28:07"	302	8	20.51	1004	88.17	0.10788	9
813	"2022-03-12 04:28:17"	302	8	20.51	1004	88.20	0.12893	9
814	"2022-03-12 04:28:27"	302	8	20.51	1004	88.19	0.08143	9
815	"2022-03-12 04:28:37"	302	8	20.51	1004	88.21	0.12355	8
816	"2022-03-12 04:28:47"	302	8	20.51	1004	88.27	0.12294	9
817	"2022-03-12 04:28:57"	302	8	20.51	1004	88.27	0.09563	8
818	"2022-03-12 04:29:07"	302	8	20.51	1004	88.23	0.13332	9
819	"2022-03-12 04:29:17"	302	8	20.51	1004	88.22	0.12725	9
820	"2022-03-12 04:29:27"	302	8	20.51	1004	88.29	0.19267	9
821	"2022-03-12 04:29:37"	302	8	20.51	1004	88.33	0.10523	9
822	"2022-03-12 04:29:47"	302	8	20.51	1004	88.38	0.16740	9
823	"2022-03-12 04:29:57"	302	8	20.51	1004	88.40	0.14396	9
824	"2022-03-12 04:30:07"	302	8	20.51	1004	88.34	0.19666	9
825	"2022-03-12 04:30:17"	302	8	20.51	1004	88.33	0.20503	8
826	"2022-03-12 04:30:27"	302	8	20.51	1004	88.33	0.10026	9
827	"2022-03-12 04:30:37"	302	8	20.51	1004	88.30	0.13782	9
828	"2022-03-12 04:30:47"	302	8	20.51	1004	88.27	0.13982	8
829	"2022-03-12 04:30:57"	302	8	20.51	1004	88.30	0.20078	8
830	"2022-03-12 04:31:07"	302	8	20.51	1004	88.34	0.18711	9
831	"2022-03-12 04:31:17"	302	8	20.51	1004	88.41	0.12465	8
832	"2022-03-12 04:31:27"	302	8	20.51	1004	88.43	0.13982	8
833	"2022-03-12 04:31:37"	302	8	20.51	1004	88.45	0.10026	9
834	"2022-03-12 04:31:47"	302	8	20.51	1004	88.46	0.13927	9
835	"2022-03-12 04:31:57"	302	8	20.51	1004	88.46	0.12436	9
836	"2022-03-12 04:32:07"	302	8	20.51	1004	88.41	0.25498	9
837	"2022-03-12 04:32:17"	302	8	20.51	1004	88.41	0.18166	9
838	"2022-03-12 04:32:27"	302	8	20.51	1004	88.44	0.17597	9
839	"2022-03-12 04:32:37"	302	8	20.51	1004	88.42	0.11056	9
840	"2022-03-12 04:32:47"	302	8	20.51	1004	88.40	0.18166	9
841	"2022-03-12 04:32:57"	302	8	20.51	1004	88.42	0.14715	9
842	"2022-03-12 04:33:07"	302	8	20.51	1004	88.43	0.09888	9
843	"2022-03-12 04:33:17"	302	8	20.51	1004	88.44	0.19446	9
844	"2022-03-12 04:33:27"	302	8	20.51	1004	88.41	0.13535	8
845	"2022-03-12 04:33:37"	302	8	20.51	1004	88.38	0.11873	9
846	"2022-03-12 04:33:47"	302	8	20.51	1004	88.34	0.17257	9
847	"2022-03-12 04:33:57"	302	8	20.51	1004	88.33	0.14907	8
848	"2022-03-12 04:34:07"	302	8	20.51	1004	88.34	0.09303	8
849	"2022-03-12 04:34:17"	302	8	20.51	1004	88.33	0.17496	8
850	"2022-03-12 04:34:27"	302	8	20.51	1004	88.33	0.10141	9
851	"2022-03-12 04:34:37"	302	8	20.51	1004	88.36	0.18021	8
852	"2022-03-12 04:34:47"	302	8	20.51	1004	88.33	0.10026	9
853	"2022-03-12 04:34:57"	302	8	20.51	1004	88.32	0.09660	9
854	"2022-03-12 04:35:07"	302	8	20.51	1004	88.33	0.15878	9
855	"2022-03-12 04:35:17"	302	8	20.51	1004	88.31	0.08619	8
856	"2022-03-12 04:35:27"	302	8	20.51	1004	88.29	0.10026	9
857	"2022-03-12 04:35:37"	302	8	20.51	1004	88.24	0.16740	9
858	"2022-03-12 04:35:47"	302	8	20.51	1004	88.23	0.04603	9
859	"2022-03-12 04:35:57"	302	8	20.51	1004	88.27	0.25770	8
860	"2022-03-12 04:36:07"	302	8	20.51	1004	88.30	0.10569	8
861	"2022-03-12 04:36:17"	302	8	20.51	1004	88.39	0.08473	9
862	"2022-03-12 04:36:27"	302	8	20.51	1004	88.41	0.19666	9
863	"2022-03-12 04:36:37"	302	8	20.51	1004	88.49	0.24632	9
864	"2022-03-12 04:36:47"	302	8	20.51	1004	88.48	0.15256	8
865	"2022-03-12 04:36:57"	302	8	20.51	1004	88.50	0.09520	9
866	"2022-03-12 04:37:07"	302	8	20.51	1004	88.45	0.13927	9
867	"2022-03-12 04:37:17"	302	8	20.51	1004	88.41	0.15387	9
868	"2022-03-12 04:37:27"	302	8	20.51	1004	88.41	0.19267	9
869	"2022-03-12 04:37:37"	302	8	20.51	1004	88.41	0.16894	9
870	"2022-03-12 04:37:47"	302	8	20.51	1004	88.38	0.13332	9
871	"2022-03-12 04:37:57"	302	8	20.51	1004	88.38	0.08143	9
872	"2022-03-12 04:38:07"	302	8	20.51	1004	88.37	0.13652	8
873	"2022-03-12 04:38:17"	302	8	20.51	1004	88.38	0.16740	9
874	"2022-03-12 04:38:27"	302	8	20.51	1004	88.38	0.15256	8
875	"2022-03-12 04:38:37"	302	8	20.51	1004	88.37	0.19837	9
876	"2022-03-12 04:38:47"	302	8	20.51	1004	88.38	0.08812	9
877	"2022-03-12 04:38:57"	302	8	20.51	1004	88.39	0.19514	8
878	"2022-03-12 04:39:07"	302	8	20.51	1004	88.37	0.16602	8
879	"2022-03-12 04:39:17"	302	8	20.51	1004	88.40	0.17257	9
880	"2022-03-12 04:39:27"	302	8	20.51	1004	88.41	0.17786	9
881	"2022-03-12 04:39:37"	302	8	20.51	1004	88.37	0.17249	9
882	"2022-03-12 04:39:47"	302	8	20.51	1004	88.37	0.20418	9
883	"2022-03-12 04:39:57"	302	8	20.51	1004	88.35	0.15616	8
884	"2022-03-12 04:40:07"	302	8	20.51	1004	88.33	0.11750	9
885	"2022-03-12 04:40:17"	302	8	20.51	1004	88.29	0.10569	8
886	"2022-03-12 04:40:27"	302	8	20.51	1004	88.32	0.14243	9
887	"2022-03-12 04:40:37"	302	8	20.51	1004	88.31	0.09923	8
888	"2022-03-12 04:40:47"	302	8	20.51	1004	88.31	0.16104	8
889	"2022-03-12 04:40:57"	302	8	20.51	1004	88.31	0.19267	9
890	"2022-03-12 04:41:07"	302	8	20.51	1004	88.33	0.13927	9
891	"2022-03-12 04:41:17"	302	8	20.51	1004	88.33	0.18881	9
892	"2022-03-12 04:41:27"	302	8	20.51	1004	88.37	0.18328	9
893	"2022-03-12 04:41:37"	302	8	20.51	1004	88.44	0.20418	9
894	"2022-03-12 04:41:47"	302	8	20.51	1004	88.40	0.15256	8
895	"2022-03-12 04:41:57"	302	8	20.51	1004	88.31	0.17786	9
896	"2022-03-12 04:42:07"	302	8	20.51	1004	88.30	0.12588	9
897	"2022-03-12 04:42:17"	302	8	20.51	1004	88.26	0.19106	8
898	"2022-03-12 04:42:27"	302	8	20.51	1004	88.27	0.09520	9
899	"2022-03-12 04:42:37"	302	8	20.51	1004	88.29	0.13024	9
900	"2022-03-12 04:42:47"	302	8	20.51	1004	88.29	0.18328	9
901	"2022-03-12 04:42:57"	302	8	20.51	1004	88.33	0.16719	9
902	"2022-03-12 04:43:07"	302	8	20.51	1004	88.34	0.14243	9
903	"2022-03-12 04:43:17"	302	8	20.51	1004	88.36	0.04157	9
904	"2022-03-12 04:43:27"	302	8	20.51	1004	88.32	0.16894	9
905	"2022-03-12 04:43:37"	302	8	20.51	1004	88.32	0.13209	8
906	"2022-03-12 04:43:47"	302	8	20.51	1004	88.32	0.10402	9
907	"2022-03-12 04:43:57"	302	8	20.51	1004	88.33	0.10402	9
908	"2022-03-12 04:44:07"	302	8	20.51	1004	88.30	0.14243	9
909	"2022-03-12 04:44:17"	302	8	20.51	1004	88.29	0.20615	9
910	"2022-03-12 04:44:27"	302	8	20.51	1004	88.23	0.13024	9
911	"2022-03-12 04:44:37"	302	8	20.51	1004	88.22	0.19666	9
912	"2022-03-12 04:44:47"	302	8	20.51	1004	88.27	0.09280	9
913	"2022-03-12 04:44:57"	302	8	20.51	1004	88.29	0.22280	8
914	"2022-03-12 04:45:07"	302	8	20.51	1004	88.28	0.11591	9
915	"2022-03-12 04:45:17"	302	8	20.51	1004	88.26	0.17786	9
916	"2022-03-12 04:45:27"	302	8	20.51	1004	88.27	0.08812	9
917	"2022-03-12 04:45:37"	302	8	20.51	1004	88.32	0.11591	9
918	"2022-03-12 04:45:47"	302	8	20.51	1004	88.35	0.11319	9
919	"2022-03-12 04:45:57"	302	8	20.51	1004	88.32	0.05018	8
920	"2022-03-12 04:46:07"	302	8	20.51	1004	88.29	0.17419	9
921	"2022-03-12 04:46:17"	302	8	20.51	1004	88.22	0.14439	8
922	"2022-03-12 04:46:27"	302	8	20.51	1004	88.19	0.22280	8
923	"2022-03-12 04:46:37"	302	8	20.51	1004	88.21	0.13209	8
924	"2022-03-12 04:46:47"	302	8	20.51	1004	88.24	0.13782	9
925	"2022-03-12 04:46:57"	302	8	20.51	1004	88.30	0.14715	9
926	"2022-03-12 04:47:07"	302	8	20.51	1004	88.32	0.16719	9
927	"2022-03-12 04:47:17"	302	8	20.51	1004	88.27	0.15367	9
928	"2022-03-12 04:47:27"	302	8	20.51	1004	88.29	0.09888	9
929	"2022-03-12 04:47:37"	302	8	20.51	1004	88.31	0.10141	9
930	"2022-03-12 04:47:47"	302	8	20.51	1004	88.37	0.15387	9
931	"2022-03-12 04:47:57"	302	8	20.51	1004	88.32	0.09406	9
932	"2022-03-12 04:48:07"	302	8	20.51	1004	88.34	0.21243	9
933	"2022-03-12 04:48:17"	302	8	20.51	1004	88.39	0.17633	8
934	"2022-03-12 04:48:27"	302	8	20.51	1004	88.43	0.09888	9
935	"2022-03-12 04:48:37"	302	8	20.51	1004	88.46	0.19267	9
936	"2022-03-12 04:48:47"	302	8	20.51	1004	88.50	0.27352	9
937	"2022-03-12 04:48:57"	302	8	20.51	1004	88.49	0.08812	9
938	"2022-03-12 04:49:07"	302	8	20.51	1004	88.49	0.14907	8
939	"2022-03-12 04:49:17"	302	8	20.51	1004	88.45	0.17063	9
940	"2022-03-12 04:49:27"	302	8	20.51	1004	88.41	0.13535	8
941	"2022-03-12 04:49:37"	302	8	20.51	1004	88.41	0.12777	8
942	"2022-03-12 04:49:47"	302	8	20.51	1004	88.43	0.16894	9
943	"2022-03-12 04:49:57"	302	8	20.51	1004	88.43	0.06994	9
944	"2022-03-12 04:50:07"	302	8	20.51	1004	88.46	0.20239	9
945	"2022-03-12 04:50:17"	302	8	20.51	1004	88.46	0.12465	8
946	"2022-03-12 04:50:27"	302	8	20.51	1004	88.44	0.14715	9
947	"2022-03-12 04:50:37"	302	8	20.51	1004	88.44	0.15739	8
948	"2022-03-12 04:50:47"	302	8	20.51	1004	88.41	0.18711	9
949	"2022-03-12 04:50:57"	302	8	20.51	1004	88.37	0.13040	10
950	"2022-03-12 04:51:07"	302	8	20.51	1004	88.37	0.20654	8
951	"2022-03-12 04:51:17"	302	8	20.51	1004	88.40	0.15739	8
952	"2022-03-12 04:51:27"	302	8	20.51	1004	88.33	0.14243	9
953	"2022-03-12 04:51:37"	302	8	20.51	1004	88.30	0.20824	9
954	"2022-03-12 04:51:47"	302	8	20.51	1004	88.25	0.18711	9
955	"2022-03-12 04:51:57"	302	8	20.51	1004	88.17	0.17957	9
956	"2022-03-12 04:52:07"	302	8	20.51	1004	88.14	0.04918	9
957	"2022-03-12 04:52:17"	302	8	20.51	1004	88.14	0.09645	9
958	"2022-03-12 04:52:27"	302	8	20.51	1004	88.14	0.16894	9
959	"2022-03-12 04:52:37"	302	8	20.51	1004	88.15	0.20078	8
960	"2022-03-12 04:52:47"	302	8	20.51	1004	88.14	0.12588	9
961	"2022-03-12 04:52:57"	302	8	20.51	1004	88.23	0.12588	9
962	"2022-03-12 04:53:07"	302	8	20.51	1004	88.27	0.09406	9
963	"2022-03-12 04:53:17"	302	8	20.51	1004	88.30	0.06994	9
964	"2022-03-12 04:53:27"	302	8	20.51	1004	88.32	0.19837	9
965	"2022-03-12 04:53:37"	302	8	20.51	1004	88.31	0.12294	9
966	"2022-03-12 04:53:47"	302	8	20.51	1004	88.30	0.11319	9
967	"2022-03-12 04:53:57"	302	8	20.51	1004	88.30	0.14563	9
968	"2022-03-12 04:54:07"	302	8	20.51	1004	88.32	0.14563	9
969	"2022-03-12 04:54:17"	302	8	20.51	1004	88.30	0.20654	8
970	"2022-03-12 04:54:27"	302	8	20.51	1004	88.25	0.16234	8
971	"2022-03-12 04:54:37"	301	7.8	20.51	1004	88.23	0.18881	9
972	"2022-03-12 04:54:47"	302	8	20.51	1004	88.29	0.09768	9
973	"2022-03-12 04:54:57"	302	8	20.51	1004	88.32	0.18702	9
974	"2022-03-12 04:55:07"	302	8	20.51	1004	88.32	0.18881	9
975	"2022-03-12 04:55:17"	301	7.8	20.51	1004	88.30	0.10672	9
976	"2022-03-12 04:55:27"	302	8	20.51	1004	88.30	0.15387	9
977	"2022-03-12 04:55:37"	301	7.8	20.51	1004	88.40	0.19446	9
978	"2022-03-12 04:55:47"	302	8	20.51	1004	88.45	0.12436	9
979	"2022-03-12 04:55:57"	302	8	20.51	1004	88.44	0.15046	9
980	"2022-03-12 04:56:07"	302	8	20.51	1004	88.38	0.12893	9
981	"2022-03-12 04:56:17"	301	7.8	20.51	1004	88.34	0.09053	9
982	"2022-03-12 04:56:27"	302	8	20.51	1004	88.32	0.16894	9
983	"2022-03-12 04:56:37"	301	7.8	20.51	1004	88.33	0.12876	9
984	"2022-03-12 04:56:47"	302	8	20.51	1004	88.29	0.10523	9
985	"2022-03-12 04:56:57"	302	8	20.51	1004	88.29	0.09520	9
986	"2022-03-12 04:57:07"	302	8	20.51	1004	88.29	0.15199	9
987	"2022-03-12 04:57:17"	301	7.8	20.51	1004	88.30	0.21243	9
988	"2022-03-12 04:57:27"	302	8	20.51	1004	88.30	0.13168	9
989	"2022-03-12 04:57:37"	302	8	20.51	1004	88.28	0.05669	9
990	"2022-03-12 04:57:47"	302	8	20.51	1004	88.28	0.05765	9
991	"2022-03-12 04:57:57"	301	7.8	20.51	1004	88.28	0.10523	9
992	"2022-03-12 04:58:07"	301	7.8	20.51	1004	88.26	0.19666	9
993	"2022-03-12 04:58:17"	301	7.8	20.51	1004	88.31	0.20824	9
994	"2022-03-12 04:58:27"	301	7.8	20.51	1004	88.34	0.19514	8
995	"2022-03-12 04:58:37"	301	7.8	20.51	1004	88.36	0.12588	9
996	"2022-03-12 04:58:47"	301	7.8	20.51	1004	88.30	0.04684	9
997	"2022-03-12 04:58:57"	301	7.8	20.51	1004	88.22	0.11462	9
998	"2022-03-12 04:59:07"	301	7.8	20.51	1004	88.21	0.24632	9
999	"2022-03-12 04:59:17"	301	7.8	20.51	1004	88.20	0.14907	8
1000	"2022-03-12 04:59:27"	301	7.8	20.51	1004	88.13	0.27454	8
1001	"2022-03-12 04:59:37"	301	7.8	20.51	1004	88.13	0.08022	9
1002	"2022-03-12 04:59:47"	301	7.8	20.51	1004	88.14	0.15878	9
1003	"2022-03-12 04:59:57"	301	7.8	20.51	1004	88.22	0.09660	9
1004	"2022-03-12 05:00:07"	301	7.8	20.51	1004	88.27	0.17786	9
1005	"2022-03-12 05:00:17"	301	7.8	20.51	1004	88.30	0.14570	9
1006	"2022-03-12 05:00:27"	301	7.8	20.51	1004	88.32	0.16234	8
1007	"2022-03-12 05:00:37"	301	7.8	20.51	1004	88.34	0.17633	8
1008	"2022-03-12 05:00:47"	301	7.8	20.51	1004	88.40	0.17419	9
1009	"2022-03-12 05:00:57"	301	7.8	20.51	1004	88.48	0.17786	9
1010	"2022-03-12 05:01:07"	301	7.8	20.51	1004	88.46	0.06787	9
1011	"2022-03-12 05:01:17"	301	7.8	20.51	1004	88.42	0.09161	9
1012	"2022-03-12 05:01:27"	301	7.8	20.51	1004	88.34	0.10026	9
1013	"2022-03-12 05:01:37"	301	7.8	20.51	1004	88.34	0.18328	9
1014	"2022-03-12 05:01:47"	301	7.8	20.51	1004	88.36	0.14243	9
1015	"2022-03-12 05:01:57"	301	7.8	20.51	1004	88.36	0.10657	9
1016	"2022-03-12 05:02:07"	301	7.8	20.51	1004	88.39	0.23528	9
1017	"2022-03-12 05:02:17"	301	7.8	20.51	1004	88.38	0.12164	9
1018	"2022-03-12 05:02:27"	301	7.8	20.51	1004	88.36	0.04305	9
1019	"2022-03-12 05:02:37"	301	7.8	20.51	1004	88.34	0.14243	9
1020	"2022-03-12 05:02:47"	301	7.8	20.51	1004	88.32	0.14243	9
1021	"2022-03-12 05:02:57"	301	7.8	20.51	1004	88.30	0.15387	9
1022	"2022-03-12 05:03:07"	301	7.8	20.51	1004	88.30	0.18166	9
1023	"2022-03-12 05:03:17"	301	7.8	20.51	1004	88.31	0.15046	9
1024	"2022-03-12 05:03:27"	301	7.8	20.51	1004	88.35	0.13209	8
1025	"2022-03-12 05:03:37"	301	7.8	20.51	1004	88.32	0.14715	9
1026	"2022-03-12 05:03:47"	301	7.8	20.51	1004	88.30	0.12008	9
1027	"2022-03-12 05:03:57"	301	7.8	20.51	1004	88.32	0.08143	9
1028	"2022-03-12 05:04:07"	301	7.8	20.51	1004	88.32	0.18506	9
1029	"2022-03-12 05:04:17"	301	7.8	20.51	1004	88.32	0.13621	9
1030	"2022-03-12 05:04:27"	301	7.8	20.51	1004	88.32	0.17633	8
1031	"2022-03-12 05:04:37"	301	7.8	20.51	1004	88.29	0.08473	9
1032	"2022-03-12 05:04:47"	301	7.8	20.51	1004	88.30	0.18711	9
1033	"2022-03-12 05:04:57"	301	7.8	20.51	1004	88.31	0.10141	9
1034	"2022-03-12 05:05:07"	301	7.8	20.51	1004	88.31	0.11462	9
1035	"2022-03-12 05:05:17"	301	7.8	20.51	1004	88.30	0.12893	9
1036	"2022-03-12 05:05:27"	301	7.8	20.51	1004	88.30	0.17633	8
1037	"2022-03-12 05:05:37"	301	7.8	20.51	1004	88.23	0.14105	9
1038	"2022-03-12 05:05:47"	301	7.8	20.51	1004	88.22	0.16602	8
1039	"2022-03-12 05:05:57"	301	7.8	20.51	1004	88.19	0.15878	9
1040	"2022-03-12 05:06:07"	301	7.8	20.51	1004	88.19	0.10402	9
1041	"2022-03-12 05:06:17"	301	7.8	20.51	1004	88.21	0.08377	8
1042	"2022-03-12 05:06:27"	301	7.8	20.51	1004	88.27	0.06704	8
1043	"2022-03-12 05:06:37"	301	7.8	20.51	1004	88.27	0.05936	9
1044	"2022-03-12 05:06:47"	301	7.8	20.51	1004	88.27	0.18328	9
1045	"2022-03-12 05:06:57"	301	7.8	20.51	1004	88.22	0.06501	9
1046	"2022-03-12 05:07:07"	301	7.8	20.51	1004	88.14	0.09280	9
1047	"2022-03-12 05:07:17"	301	7.8	20.51	1004	88.11	0.18506	9
1048	"2022-03-12 05:07:27"	301	7.8	20.51	1004	88.13	0.27352	9
1049	"2022-03-12 05:07:37"	301	7.8	20.51	1004	88.08	0.15878	9
1050	"2022-03-12 05:07:47"	301	7.8	20.51	1004	88.04	0.12294	9
1051	"2022-03-12 05:07:57"	301	7.8	20.51	1004	88.07	0.11750	9
1052	"2022-03-12 05:08:07"	301	7.8	20.51	1004	88.14	0.12008	9
1053	"2022-03-12 05:08:17"	301	7.8	20.51	1004	88.16	0.14907	8
1054	"2022-03-12 05:08:27"	301	7.8	20.51	1004	88.14	0.06994	9
1055	"2022-03-12 05:08:37"	301	7.8	20.51	1004	88.15	0.09520	9
1056	"2022-03-12 05:08:47"	301	7.8	20.51	1004	88.17	0.11873	9
1057	"2022-03-12 05:08:57"	301	7.8	20.51	1004	88.22	0.18881	9
1058	"2022-03-12 05:09:07"	301	7.8	20.51	1004	88.23	0.05243	9
1059	"2022-03-12 05:09:17"	301	7.8	20.51	1004	88.22	0.14570	9
1060	"2022-03-12 05:09:27"	301	7.8	20.51	1004	88.21	0.17063	9
1061	"2022-03-12 05:09:37"	301	7.8	20.51	1004	88.23	0.06496	9
1062	"2022-03-12 05:09:47"	301	7.8	20.51	1004	88.23	0.07386	9
1063	"2022-03-12 05:09:57"	301	7.8	20.51	1004	88.24	0.07600	9
1064	"2022-03-12 05:10:07"	301	7.8	20.51	1004	88.27	0.13470	9
1065	"2022-03-12 05:10:17"	301	7.8	20.51	1004	88.30	0.18144	9
1066	"2022-03-12 05:10:27"	301	7.8	20.51	1004	88.27	0.07600	9
1067	"2022-03-12 05:10:37"	301	7.8	20.51	1004	88.32	0.21012	9
1068	"2022-03-12 05:10:47"	301	7.8	20.51	1004	88.32	0.19837	9
1069	"2022-03-12 05:10:57"	301	7.8	20.51	1004	88.33	0.11873	9
1070	"2022-03-12 05:11:07"	301	7.8	20.51	1004	88.33	0.17496	8
1071	"2022-03-12 05:11:17"	301	7.8	20.51	1004	88.32	0.13470	9
1072	"2022-03-12 05:11:27"	301	7.8	20.51	1004	88.22	0.07511	8
1073	"2022-03-12 05:11:37"	301	7.8	20.51	1004	88.17	0.19106	8
1074	"2022-03-12 05:11:47"	301	7.8	20.51	1004	88.14	0.15878	9
1075	"2022-03-12 05:11:57"	301	7.8	20.51	1004	88.17	0.10657	9
1076	"2022-03-12 05:12:07"	301	7.8	20.51	1004	88.20	0.09768	9
1077	"2022-03-12 05:12:17"	301	7.8	20.51	1004	88.21	0.17112	8
1078	"2022-03-12 05:12:27"	301	7.8	20.51	1004	88.24	0.11462	9
1079	"2022-03-12 05:12:37"	301	7.8	20.51	1004	88.28	0.25498	9
1080	"2022-03-12 05:12:47"	301	7.8	20.51	1004	88.31	0.12588	9
1081	"2022-03-12 05:12:57"	301	7.8	20.51	1004	88.28	0.16740	9
1082	"2022-03-12 05:13:07"	301	7.8	20.51	1004	88.26	0.13168	9
1083	"2022-03-12 05:13:17"	301	7.8	20.51	1004	88.25	0.19068	9
1084	"2022-03-12 05:13:27"	301	7.8	20.51	1004	88.23	0.11750	9
1085	"2022-03-12 05:13:37"	301	7.8	20.51	1004	88.26	0.05693	8
1086	"2022-03-12 05:13:46"	301	7.8	20.51	1004	88.27	0.13782	9
1087	"2022-03-12 05:13:56"	301	7.8	20.51	1004	88.26	0.20654	8
1088	"2022-03-12 05:14:06"	301	7.8	20.51	1004	88.28	0.06588	9
1089	"2022-03-12 05:14:16"	301	7.8	20.51	1004	88.26	0.08619	8
1090	"2022-03-12 05:14:26"	301	7.8	20.51	1004	88.29	0.17786	9
1091	"2022-03-12 05:14:36"	301	7.8	20.51	1004	88.28	0.18557	8
1092	"2022-03-12 05:14:46"	301	7.8	20.51	1004	88.30	0.13209	8
1093	"2022-03-12 05:14:56"	301	7.8	20.51	1004	88.37	0.07917	9
1094	"2022-03-12 05:15:06"	301	7.8	20.51	1004	88.41	0.11462	9
1095	"2022-03-12 05:15:16"	301	7.8	20.51	1004	88.41	0.11591	9
1096	"2022-03-12 05:15:26"	301	7.8	20.51	1004	88.40	0.21012	9
1097	"2022-03-12 05:15:36"	301	7.8	20.51	1004	88.42	0.19837	9
1098	"2022-03-12 05:15:46"	301	7.8	20.51	1004	88.40	0.17419	9
1099	"2022-03-12 05:15:56"	301	7.8	20.51	1004	88.40	0.19068	9
1100	"2022-03-12 05:16:06"	301	7.8	20.51	1004	88.38	0.12588	9
1101	"2022-03-12 05:16:16"	301	7.8	20.51	1004	88.38	0.09303	8
1102	"2022-03-12 05:16:26"	301	7.8	20.51	1004	88.39	0.03946	9
1103	"2022-03-12 05:16:36"	301	7.8	20.51	1004	88.34	0.13024	9
1104	"2022-03-12 05:16:46"	301	7.8	20.51	1004	88.33	0.12893	9
1105	"2022-03-12 05:16:56"	301	7.8	20.51	1004	88.33	0.16031	9
1106	"2022-03-12 05:17:06"	301	7.8	20.51	1004	88.34	0.12777	8
1107	"2022-03-12 05:17:16"	301	7.8	20.51	1004	88.37	0.04684	9
1108	"2022-03-12 05:17:26"	301	7.8	20.51	1004	88.40	0.20239	9
1109	"2022-03-12 05:17:36"	301	7.8	20.51	1004	88.45	0.12588	9
1110	"2022-03-12 05:17:46"	301	7.8	20.51	1004	88.45	0.14396	9
1111	"2022-03-12 05:17:56"	301	7.8	20.51	1004	88.48	0.08243	9
1112	"2022-03-12 05:18:06"	301	7.8	20.51	1004	88.46	0.16740	9
1113	"2022-03-12 05:18:16"	301	7.8	20.51	1004	88.40	0.11591	9
1114	"2022-03-12 05:18:26"	301	7.8	20.51	1004	88.36	0.07386	9
1115	"2022-03-12 05:18:36"	301	7.8	20.51	1004	88.37	0.12047	8
1116	"2022-03-12 05:18:46"	301	7.8	20.51	1004	88.40	0.09053	9
